Palabra,Donald Trump.csv,,James David Vance.csv,,Joe Biden.csv,,Kamala Harris.csv,,Tim Walz.csv,Sentimiento
meah,0,,0,,0,,1,,0,0
broni,0,,0,,0,,1,,0,0
jamaicanamericanindian,0,,0,,0,,1,,0,0
mona,0,,0,,0,,1,,0,0
lecturer,0,,0,,0,,1,,0,0
antigua,0,,0,,0,,1,,0,0
racehumans,0,,0,,0,,1,,0,0
viens,0,,0,,0,,1,,0,0
knit,0,,0,,0,,1,,0,0
cooley,0,,0,,0,,1,,0,0
jamaicathe,0,,0,,0,,1,,0,0
kerfluffel,0,,0,,0,,1,,0,0
mason,0,,0,,0,,1,,0,0
contrasted,0,,0,,0,,1,,0,0
highquality,0,,0,,0,,1,,0,0
scripps,0,,0,,0,,1,,0,0
tyla,0,,0,,0,,1,,0,0
campbell,0,,0,,0,,1,,0,0
elizabethan,0,,0,,0,,1,,0,0
economist,0,,0,,0,,1,,2,Neutral
midflight,0,,0,,0,,1,,0,0
sfo,0,,0,,0,,1,,0,0
dulles,0,,0,,0,,1,,0,0
talkwhat,0,,0,,0,,1,,0,0
patua,0,,0,,0,,1,,0,0
gobble,0,,0,,0,,1,,0,0
chachi,0,,0,,0,,1,,0,0
kidrock,0,,0,,0,,1,,0,0
dispels,0,,0,,0,,1,,0,0
neoliberalmarxists,0,,0,,0,,1,,0,0
hann,0,,0,,0,,1,,0,0
demoncrap,0,,0,,0,,1,,0,0
saidand,0,,0,,0,,1,,0,0
ironing,0,,0,,0,,1,,0,0
bidensharriss,0,,0,,0,,1,,0,0
incomingyoure,0,,0,,0,,1,,0,0
insulated,0,,0,,0,,1,,0,0
badforamerica,0,,0,,0,,1,,0,0
fird,0,,0,,0,,1,,0,0
harrisson,0,,0,,0,,1,,0,0
eager,0,,0,,0,,1,,1,Positiva
meta,0,,0,,0,,1,,0,0
suspend,0,,0,,0,,1,,0,0
buttered,0,,0,,0,,1,,0,0
sparse,0,,0,,0,,1,,0,0
fordwhos,0,,0,,0,,1,,0,0
nowcoming,0,,0,,0,,1,,0,0
marketable,0,,0,,0,,1,,0,0
unifying,0,,0,,0,,1,,0,0
calista,0,,0,,0,,1,,0,0
groomercrats,0,,0,,0,,1,,0,0
sayendorse,0,,0,,0,,1,,0,0
sciencefiction,0,,0,,0,,1,,0,0
gclooney,0,,0,,0,,1,,0,0
democatre,0,,0,,0,,1,,0,0
ukrayne,0,,0,,0,,1,,0,0
ggod,0,,0,,0,,1,,0,0
tormenting,0,,0,,0,,1,,0,0
vhs,0,,0,,0,,1,,0,0
unburden,0,,0,,0,,1,,0,0
backkamala,0,,0,,0,,1,,0,0
milions,0,,0,,0,,1,,0,0
khtw,0,,0,,0,,1,,0,0
looter,0,,0,,0,,1,,0,0
empathize,0,,0,,0,,1,,0,0
trespasser,0,,0,,0,,1,,0,0
abided,0,,0,,0,,1,,0,0
cetera,0,,0,,0,,1,,0,0
spacey,0,,0,,0,,1,,0,0
trumpvancerfktuslivivekelon,0,,0,,0,,1,,0,0
superheroes,0,,0,,0,,1,,0,0
cesspoolyeah,0,,0,,0,,1,,0,0
sopping,0,,0,,0,,1,,0,0
safedont,0,,0,,0,,1,,0,0
selfsufficient,0,,0,,0,,1,,0,0
pocketing,0,,0,,0,,1,,0,0
multimillion,0,,0,,0,,1,,0,0
cryptojews,0,,0,,0,,1,,0,0
espousing,0,,0,,0,,1,,0,0
failbecause,0,,0,,0,,1,,0,0
lvls,0,,0,,0,,1,,0,0
arepathetic,0,,0,,0,,1,,0,0
hugh,0,,0,,0,,1,,0,0
hewitt,0,,0,,0,,1,,0,0
serum,0,,0,,0,,1,,0,0
outcast,0,,0,,0,,1,,0,0
keanu,0,,0,,0,,1,,0,0
reef,0,,0,,0,,1,,0,0
shafting,0,,0,,0,,1,,0,0
lowdown,0,,0,,0,,1,,1,Neutral
ensuring,0,,0,,0,,1,,2,Neutral
steinowitz,0,,0,,0,,1,,0,0
advertorial,0,,0,,0,,1,,0,0
stalwart,0,,0,,0,,1,,0,0
bested,0,,0,,0,,1,,0,0
slippery,0,,0,,0,,1,,0,0
epitaph,0,,0,,0,,1,,0,0
wik,0,,0,,0,,1,,0,0
dyed,0,,0,,0,,1,,0,0
sciencethese,0,,0,,0,,1,,0,0
actorright,0,,0,,0,,1,,0,0
embarassingis,0,,0,,0,,1,,0,0
supress,0,,0,,0,,1,,0,0
underqualified,0,,0,,0,,1,,0,0
blackindian,0,,0,,0,,1,,0,0
hearttouching,0,,0,,0,,1,,0,0
nancyboy,0,,0,,0,,1,,0,0
beggar,0,,0,,0,,1,,0,0
thirdparty,0,,0,,0,,1,,0,0
hardened,0,,0,,0,,1,,0,0
pfd,0,,0,,0,,1,,0,0
ebough,0,,0,,0,,1,,0,0
fordi,0,,0,,0,,1,,0,0
fordyouve,0,,0,,0,,1,,0,0
pleased,0,,0,,0,,1,,1,Positiva
presentday,0,,0,,0,,1,,1,Neutral
screwwbacca,0,,0,,0,,1,,0,0
wily,0,,0,,0,,1,,0,0
desent,0,,0,,0,,1,,0,0
carbinate,0,,0,,0,,1,,0,0
tinseltown,0,,0,,0,,1,,0,0
ragazine,0,,0,,0,,1,,0,0
bord,0,,0,,0,,1,,0,0
xoxo,0,,0,,0,,1,,0,0
scapegoating,0,,0,,0,,1,,0,0
exploiting,0,,0,,0,,1,,1,Neutral
livingactors,0,,0,,0,,1,,0,0
bw,0,,0,,0,,1,,0,0
defition,0,,0,,0,,1,,0,0
directive,0,,0,,0,,1,,0,0
dumbuneducated,0,,0,,0,,1,,0,0
bleeck,0,,0,,0,,1,,0,0
warfare,0,,0,,0,,1,,0,0
untruthful,0,,0,,0,,1,,1,Negativa
profree,0,,0,,0,,1,,0,0
deem,0,,0,,0,,1,,0,0
wallz,0,,0,,0,,1,,0,0
multimillionaires,0,,0,,0,,1,,0,0
raider,0,,0,,0,,1,,0,0
buckrogers,0,,0,,0,,1,,0,0
takeaway,0,,0,,0,,1,,1,Neutral
shite,0,,0,,0,,1,,0,0
indulging,0,,0,,0,,1,,0,0
repentance,0,,0,,0,,1,,0,0
darkest,0,,0,,0,,1,,0,0
subconsciously,0,,0,,0,,1,,0,0
nazipunching,0,,0,,0,,1,,0,0
archeologist,0,,0,,0,,1,,0,0
chewy,0,,0,,0,,1,,0,0
sowed,0,,0,,0,,1,,0,0
ehat,0,,0,,0,,1,,0,0
factoid,0,,0,,0,,1,,0,0
asidewhats,0,,0,,0,,1,,0,0
wrinkled,0,,0,,0,,1,,0,0
crewneck,0,,0,,0,,1,,0,0
outwardly,0,,0,,0,,1,,0,0
millennium,0,,0,,0,,1,,0,0
crumpled,0,,0,,0,,1,,0,0
geazer,0,,0,,0,,1,,0,0
bathroomswe,0,,0,,0,,1,,0,0
lovejill,0,,0,,0,,1,,0,0
sodomy,0,,0,,0,,1,,0,0
mcarthy,0,,0,,0,,1,,0,0
cockpit,0,,0,,0,,1,,0,0
sna,0,,0,,0,,1,,0,0
ibsen,0,,0,,0,,1,,0,0
invoved,0,,0,,0,,1,,0,0
proberbly,0,,0,,0,,1,,0,0
freakoffs,0,,0,,0,,1,,0,0
cupboard,0,,0,,0,,1,,0,0
unrighteously,0,,0,,0,,1,,0,0
spearheaded,0,,0,,0,,1,,1,Neutral
vshot,0,,0,,0,,1,,0,0
cvid,0,,0,,0,,1,,0,0
bdnmcs,0,,0,,0,,1,,0,0
researcher,0,,0,,0,,1,,0,0
pdiddler,0,,0,,0,,1,,0,0
graffiti,0,,0,,0,,1,,0,0
porter,0,,0,,0,,1,,0,0
presdent,0,,0,,0,,1,,0,0
tte,0,,0,,0,,1,,0,0
simps,0,,0,,0,,1,,0,0
brillant,0,,0,,0,,1,,0,0
harria,0,,0,,0,,1,,0,0
naders,0,,0,,0,,1,,0,0
twentyfive,0,,0,,0,,1,,0,0
pompous,0,,0,,0,,1,,0,0
wellfed,0,,0,,0,,1,,0,0
taxing,0,,0,,0,,1,,1,Negativa
speculative,0,,0,,0,,1,,0,0
muchdeserved,0,,0,,0,,1,,0,0
assuring,0,,0,,0,,1,,0,0
nurture,0,,0,,0,,1,,0,0
overboard,0,,0,,0,,1,,0,0
upfront,0,,0,,0,,1,,0,0
forthright,0,,0,,0,,1,,0,0
doubletalk,0,,0,,0,,1,,0,0
closeddoor,0,,0,,0,,1,,0,0
pocketbook,0,,0,,0,,1,,0,0
repetitivestress,0,,0,,0,,1,,0,0
coalrich,0,,0,,0,,1,,0,0
kentucky,0,,0,,0,,1,,0,0
inscrutable,0,,0,,0,,1,,0,0
uninsured,0,,0,,0,,1,,0,0
underinsured,0,,0,,0,,1,,0,0
flouting,0,,0,,0,,1,,0,0
subpoena,0,,0,,0,,1,,0,0
afterward,0,,0,,0,,1,,0,0
unparalleled,0,,0,,0,,1,,0,0
preamble,0,,0,,0,,1,,0,0
specialist,0,,0,,0,,1,,0,0
fein,0,,0,,0,,1,,0,0
republicandominated,0,,0,,0,,1,,0,0
unbridled,0,,0,,0,,1,,0,0
ravaging,0,,0,,0,,1,,0,0
retard,0,,0,,0,,1,,1,Negativa
ponder,0,,0,,0,,1,,0,0
firstborn,0,,0,,0,,1,,1,Neutral
marions,0,,0,,0,,1,,0,0
mutt,0,,0,,0,,1,,0,0
cc,0,,0,,0,,1,,0,0
lifeall,0,,0,,0,,1,,0,0
knowwho,0,,0,,0,,1,,0,0
merciless,0,,0,,0,,1,,0,0
infantile,0,,0,,0,,1,,0,0
ummh,0,,0,,0,,1,,0,0
wellbeingto,0,,0,,0,,1,,0,0
aggravating,0,,0,,0,,1,,0,0
allcousins,0,,0,,0,,1,,0,0
unclesauntsgrandparentsare,0,,0,,0,,1,,0,0
difunding,0,,0,,0,,1,,0,0
abortionist,0,,0,,0,,1,,0,0
shi,0,,0,,0,,1,,0,0
wrongun,0,,0,,0,,1,,0,0
uganda,0,,0,,0,,1,,1,Neutral
overseer,0,,0,,0,,1,,0,0
kessel,0,,0,,0,,1,,0,0
parsec,0,,0,,0,,1,,0,0
volitile,0,,0,,0,,1,,0,0
copied,0,,0,,0,,1,,1,Neutral
divisiveness,0,,0,,0,,1,,1,Negativa
overlooking,0,,0,,0,,1,,0,0
noooo,0,,0,,0,,1,,0,0
convinient,0,,0,,0,,1,,0,0
elección,0,,0,,0,,1,,0,0
enticing,0,,0,,0,,1,,0,0
wept,0,,0,,0,,1,,1,Neutral
separately,0,,0,,0,,1,,0,0
deniro,0,,0,,0,,1,,0,0
litteraly,0,,0,,0,,1,,0,0
unrestricted,0,,0,,0,,1,,0,0
genitals,0,,0,,0,,1,,1,Neutral
earings,0,,0,,0,,1,,0,0
overgrown,0,,0,,0,,1,,0,0
entailing,0,,0,,0,,1,,0,0
gallery,0,,0,,0,,1,,0,0
fugitive,0,,0,,0,,1,,0,0
malcom,0,,0,,0,,1,,0,0
imperiam,0,,0,,0,,1,,0,0
unearthed,0,,0,,0,,1,,0,0
driod,0,,0,,0,,1,,0,0
votewithout,0,,0,,0,,1,,0,0
alarm,0,,0,,0,,1,,4,Negativa
thingsproperty,0,,0,,0,,1,,0,0
misappropriate,0,,0,,0,,1,,0,0
trot,0,,0,,0,,1,,1,Neutral
lopezseveral,0,,0,,0,,1,,0,0
politicsbut,0,,0,,0,,1,,0,0
headlong,0,,0,,0,,1,,0,0
statesanctioned,0,,0,,0,,1,,0,0
slaugther,0,,0,,0,,1,,0,0
bil,0,,0,,0,,1,,0,0
afore,0,,0,,0,,1,,0,0
provoking,0,,0,,0,,1,,0,0
maiming,0,,0,,0,,1,,0,0
unpolular,0,,0,,0,,1,,0,0
tyrell,0,,0,,0,,1,,0,0
betterinflation,0,,0,,0,,1,,0,0
overlord,0,,0,,0,,1,,1,Neutral
bideharris,0,,0,,0,,1,,0,0
clintonobama,0,,0,,0,,1,,0,0
guaranteepromise,0,,0,,0,,1,,0,0
harold,0,,0,,0,,1,,0,0
bornstein,0,,0,,0,,1,,0,0
gunfire,0,,0,,0,,1,,0,0
niv,0,,0,,0,,1,,0,0
filter,0,,0,,0,,1,,2,Neutral
finaly,0,,0,,0,,1,,0,0
moey,0,,0,,0,,1,,0,0
peopledo,0,,0,,0,,1,,0,0
allthe,0,,0,,0,,1,,0,0
socialismmarxism,0,,0,,0,,1,,0,0
orgs,0,,0,,0,,1,,2,Neutral
magaa,0,,0,,0,,1,,1,Neutral
kimble,0,,0,,0,,1,,0,0
signaller,0,,0,,0,,1,,0,0
simpler,0,,0,,0,,1,,0,0
tnx,0,,0,,0,,1,,0,0
stallone,0,,0,,0,,1,,0,0
influencers,0,,0,,0,,1,,1,Neutral
fvckin,0,,0,,0,,1,,0,0
isint,0,,0,,0,,1,,0,0
tobago,0,,0,,0,,1,,0,0
trinis,0,,0,,0,,1,,0,0
blueno,0,,0,,0,,1,,0,0
cheany,0,,0,,0,,1,,0,0
waster,0,,0,,0,,1,,1,Neutral
prisonillegal,0,,0,,0,,1,,0,0
installment,0,,0,,0,,1,,0,0
buff,0,,0,,0,,1,,0,0
elons,0,,0,,0,,1,,3,Neutral
yesnever,0,,0,,0,,1,,0,0
vilified,0,,0,,0,,1,,0,0
splattered,0,,0,,0,,1,,0,0
stagethats,0,,0,,0,,1,,0,0
thatbut,0,,0,,0,,1,,0,0
inwe,0,,0,,0,,1,,0,0
swampclear,0,,0,,0,,1,,0,0
sickle,0,,0,,0,,1,,0,0
anemia,0,,0,,0,,1,,0,0
israelover,0,,0,,0,,1,,0,0
geopoliticsthey,0,,0,,0,,1,,0,0
systemdeport,0,,0,,0,,1,,0,0
lawabiders,0,,0,,0,,1,,0,0
warhawks,0,,0,,0,,1,,0,0
callously,0,,0,,0,,1,,0,0
profited,0,,0,,0,,1,,0,0
trumpvancemuskrfk,0,,0,,0,,1,,0,0
brawo,0,,0,,0,,1,,0,0
abor,0,,0,,0,,1,,0,0
louse,0,,0,,0,,1,,0,0
interna,0,,0,,0,,1,,0,0
tional,0,,0,,0,,1,,0,0
independenceharris,0,,0,,0,,1,,0,0
chaoshigh,0,,0,,0,,1,,0,0
dystopic,0,,0,,0,,1,,0,0
policiesi,0,,0,,0,,1,,0,0
zombified,0,,0,,0,,1,,0,0
affective,0,,0,,0,,1,,0,0
ferment,0,,0,,0,,1,,0,0
indiania,0,,0,,0,,1,,0,0
herresin,0,,0,,0,,1,,0,0
ferd,0,,0,,0,,1,,0,0
turkish,0,,0,,0,,1,,0,0
proverb,0,,0,,0,,1,,0,0
forefront,0,,0,,0,,1,,0,0
comprised,0,,0,,0,,1,,0,0
blended,0,,0,,0,,1,,0,0
dogma,0,,0,,0,,1,,0,0
obiwan,0,,0,,0,,1,,0,0
kenobi,0,,0,,0,,1,,0,0
eerie,0,,0,,0,,1,,0,0
wherein,0,,0,,0,,1,,0,0
noteworthy,0,,0,,0,,1,,0,0
speckled,0,,0,,0,,1,,0,0
fyou,0,,0,,0,,1,,0,0
lending,0,,0,,0,,1,,0,0
cannabis,0,,0,,0,,1,,0,0
infused,0,,0,,0,,1,,0,0
simp,0,,0,,0,,1,,1,Neutral
diddyparty,0,,0,,0,,1,,0,0
speechless,0,,0,,0,,1,,0,0
roland,0,,0,,0,,1,,0,0
trashwake,0,,0,,0,,1,,0,0
doshe,0,,0,,0,,1,,0,0
runand,0,,0,,0,,1,,0,0
youignorant,0,,0,,0,,1,,0,0
thingshelllooooo,0,,0,,0,,1,,0,0
disgustingall,0,,0,,0,,1,,0,0
partybet,0,,0,,0,,1,,0,0
leah,0,,0,,0,,1,,0,0
fordyoure,0,,0,,0,,1,,0,0
socially,0,,0,,0,,1,,0,0
redistributed,0,,0,,0,,1,,0,0
woodwork,0,,0,,0,,1,,0,0
starkiller,0,,0,,0,,1,,0,0
infiltrate,0,,0,,0,,1,,0,0
epidemic,0,,0,,0,,1,,1,Negativa
nightly,0,,0,,0,,1,,0,0
sewage,0,,0,,0,,1,,0,0
catastrophe,0,,0,,0,,1,,0,0
harrisonharrisonyou,0,,0,,0,,1,,0,0
whera,0,,0,,0,,1,,0,0
bidenhariss,0,,0,,0,,1,,0,0
uniter,0,,0,,0,,1,,0,0
indianamericans,0,,0,,0,,1,,0,0
cf,0,,0,,0,,1,,0,0
finallysome,0,,0,,0,,1,,0,0
clusterfs,0,,0,,0,,1,,0,0
yepshed,0,,0,,0,,1,,0,0
sine,0,,0,,0,,1,,0,0
hump,0,,0,,0,,1,,0,0
fortrumpvance,0,,0,,0,,1,,0,0
wooooooot,0,,0,,0,,1,,0,0
commanding,0,,0,,0,,1,,0,0
alienating,0,,0,,0,,1,,0,0
onceinalifetime,0,,0,,0,,1,,0,0
achievementwhy,0,,0,,0,,1,,0,0
harrisamen,0,,0,,0,,1,,0,0
thisnot,0,,0,,0,,1,,0,0
reiterating,0,,0,,0,,1,,0,0
magadonalds,0,,0,,0,,1,,0,0
oí,0,,0,,0,,1,,0,0
bargain,0,,0,,0,,1,,0,0
yearsloved,0,,0,,0,,1,,0,0
forcewith,0,,0,,0,,1,,0,0
politicsis,0,,0,,0,,1,,0,0
stormtroopers,0,,0,,0,,1,,0,0
villainy,0,,0,,0,,1,,0,0
yellowstone,0,,0,,0,,1,,0,0
slop,0,,0,,0,,1,,0,0
epsteinlister,0,,0,,0,,1,,0,0
specialty,0,,0,,0,,1,,0,0
starbucks,0,,0,,0,,1,,0,0
discreetly,0,,0,,0,,1,,0,0
yiu,0,,0,,0,,1,,0,0
democunts,0,,0,,0,,1,,0,0
preferable,0,,0,,0,,1,,0,0
evoke,0,,0,,0,,1,,0,0
partied,0,,0,,0,,1,,0,0
komrade,0,,0,,0,,1,,1,Neutral
hamil,0,,0,,0,,1,,0,0
ordemocratic,0,,0,,0,,1,,0,0
articulating,0,,0,,0,,1,,0,0
associatesclientscoconspirators,0,,0,,0,,1,,0,0
accolade,0,,0,,0,,1,,1,Positiva
signaling,0,,0,,0,,1,,1,Neutral
counterfeit,0,,0,,0,,1,,0,0
saids,0,,0,,0,,1,,0,0
theology,0,,0,,0,,1,,0,0
powerfully,0,,0,,0,,1,,0,0
loooooong,0,,0,,0,,1,,0,0
adele,0,,0,,0,,1,,0,0
wusdom,0,,0,,0,,1,,0,0
entrusted,0,,0,,0,,1,,0,0
lifeboat,0,,0,,0,,1,,0,0
swarmed,0,,0,,0,,1,,0,0
shipwreck,0,,0,,0,,1,,0,0
intentioned,0,,0,,0,,1,,0,0
fantastical,0,,0,,0,,1,,0,0
harrisnoticed,0,,0,,0,,1,,0,0
arrestedand,0,,0,,0,,1,,0,0
claimsthey,0,,0,,0,,1,,0,0
winestien,0,,0,,0,,1,,0,0
depp,0,,0,,0,,1,,0,0
hiddened,0,,0,,0,,1,,0,0
unrealized,0,,0,,0,,1,,0,0
jib,0,,0,,0,,1,,0,0
thrilling,0,,0,,0,,1,,0,0
dipicable,0,,0,,0,,1,,0,0
dosh,0,,0,,0,,1,,0,0
atlasintel,0,,0,,0,,1,,0,0
pollster,0,,0,,0,,1,,0,0
canvassed,0,,0,,0,,1,,0,0
harrisgov,0,,0,,0,,1,,0,0
tact,0,,0,,0,,1,,0,0
lmaoa,0,,0,,0,,1,,0,0
withou,0,,0,,0,,1,,0,0
indi,0,,0,,0,,1,,0,0
recordnot,0,,0,,0,,1,,0,0
pft,0,,0,,0,,1,,0,0
czech,0,,0,,0,,1,,0,0
repackaged,0,,0,,0,,1,,0,0
feminst,0,,0,,0,,1,,0,0
lbgt,0,,0,,0,,1,,0,0
actoryou,0,,0,,0,,1,,0,0
upi,0,,0,,0,,1,,0,0
wyoming,0,,0,,0,,1,,1,Neutral
remaking,0,,0,,0,,1,,0,0
ghostbusters,0,,0,,0,,1,,0,0
birthing,0,,0,,0,,1,,0,0
menstruate,0,,0,,0,,1,,1,Neutral
lieas,0,,0,,0,,1,,0,0
throug,0,,0,,0,,1,,0,0
trist,0,,0,,0,,1,,0,0
muster,0,,0,,0,,1,,0,0
celluloid,0,,0,,0,,1,,0,0
democratswe,0,,0,,0,,1,,0,0
trumpborder,0,,0,,0,,1,,0,0
ungrateful,0,,0,,0,,1,,0,0
royalty,0,,0,,0,,1,,0,0
ofcurse,0,,0,,0,,1,,0,0
lasted,0,,0,,0,,1,,0,0
americalisten,0,,0,,0,,1,,0,0
harriswhere,0,,0,,0,,1,,0,0
demoncrat,0,,0,,0,,1,,0,0
fibber,0,,0,,0,,1,,0,0
wasteland,0,,0,,0,,1,,1,Neutral
jester,0,,0,,0,,1,,1,Neutral
popstars,0,,0,,0,,1,,0,0
cadre,0,,0,,0,,1,,0,0
cognizance,0,,0,,0,,1,,0,0
endorsementcmon,0,,0,,0,,1,,0,0
mandont,0,,0,,0,,1,,0,0
forvote,0,,0,,0,,1,,0,0
bezo,0,,0,,0,,1,,0,0
bozz,0,,0,,0,,1,,0,0
hitlzer,0,,0,,0,,1,,0,0
yearshorrible,0,,0,,0,,1,,0,0
fuelenergy,0,,0,,0,,1,,0,0
wemy,0,,0,,0,,1,,0,0
yearfour,0,,0,,0,,1,,0,0
verminous,0,,0,,0,,1,,0,0
loadhoney,0,,0,,0,,1,,0,0
everthank,0,,0,,0,,1,,0,0
tosser,0,,0,,0,,1,,0,0
buiit,0,,0,,0,,1,,0,0
madonna,0,,0,,0,,1,,0,0
wowwwww,0,,0,,0,,1,,0,0
actorsthey,0,,0,,0,,1,,0,0
reshoot,0,,0,,0,,1,,0,0
baddie,0,,0,,0,,1,,0,0
monumental,0,,0,,0,,1,,0,0
carelessly,0,,0,,0,,1,,1,Neutral
stared,0,,0,,0,,1,,0,0
picky,0,,0,,0,,1,,0,0
toxicity,0,,0,,0,,1,,0,0
misconduct,0,,0,,0,,1,,0,0
toovoted,0,,0,,0,,1,,0,0
contry,0,,0,,0,,1,,0,0
kowtow,0,,0,,0,,1,,0,0
conundrum,0,,0,,0,,1,,0,0
destroyes,0,,0,,0,,1,,0,0
tripple,0,,0,,0,,1,,0,0
socratic,0,,0,,0,,1,,0,0
alienate,0,,0,,0,,1,,0,0
batista,0,,0,,0,,1,,0,0
undertaker,0,,0,,0,,1,,1,Neutral
campain,0,,0,,0,,1,,0,0
mightve,0,,0,,0,,1,,0,0
ugandan,0,,0,,0,,1,,0,0
savor,0,,0,,0,,1,,0,0
marking,0,,0,,0,,1,,0,0
dystopan,0,,0,,0,,1,,0,0
richof,0,,0,,0,,1,,0,0
machovellian,0,,0,,0,,1,,0,0
alvinbjsmithljamesfanni,0,,0,,0,,1,,0,0
antimagas,0,,0,,0,,1,,0,0
lawfares,0,,0,,0,,1,,0,0
malicious,0,,0,,0,,1,,0,0
typhoon,0,,0,,0,,1,,0,0
buthis,0,,0,,0,,1,,0,0
ascertained,0,,0,,0,,1,,0,0
immigrantscriminals,0,,0,,0,,1,,0,0
seleck,0,,0,,0,,1,,0,0
admins,0,,0,,0,,1,,0,0
percenters,0,,0,,0,,1,,0,0
endosing,0,,0,,0,,1,,0,0
vinci,0,,0,,0,,1,,0,0
sistine,0,,0,,0,,1,,0,0
relish,0,,0,,0,,1,,1,Positiva
composer,0,,0,,0,,1,,0,0
eninem,0,,0,,0,,1,,0,0
collaborate,0,,0,,0,,1,,0,0
canidates,0,,0,,0,,1,,0,0
everybodydont,0,,0,,0,,1,,0,0
reconning,0,,0,,0,,1,,0,0
conmie,0,,0,,0,,1,,0,0
epitomise,0,,0,,0,,1,,0,0
crassness,0,,0,,0,,1,,0,0
antithesis,0,,0,,0,,1,,0,0
deckard,0,,0,,0,,1,,0,0
kimball,0,,0,,0,,1,,0,0
mileage,0,,0,,0,,1,,0,0
runway,0,,0,,0,,1,,0,0
perfomance,0,,0,,0,,1,,0,0
elbow,0,,0,,0,,1,,0,0
resurface,0,,0,,0,,1,,0,0
foundfootage,0,,0,,0,,1,,0,0
youtubethe,0,,0,,0,,1,,0,0
justifies,0,,0,,0,,1,,0,0
amze,0,,0,,0,,1,,0,0
livi,0,,0,,0,,1,,0,0
commi,0,,0,,0,,1,,0,0
unmentioned,0,,0,,0,,1,,0,0
politica,0,,0,,0,,1,,0,0
lootedburnedrioting,0,,0,,0,,1,,0,0
pinched,0,,0,,0,,1,,0,0
epstien,0,,0,,0,,1,,0,0
devided,0,,0,,0,,1,,0,0
tbat,0,,0,,0,,1,,0,0
wyxz,0,,0,,0,,1,,0,0
shithead,0,,0,,0,,1,,0,0
collector,0,,0,,0,,1,,1,Neutral
calgary,0,,0,,0,,1,,0,0
mushroom,0,,0,,0,,1,,0,0
mimic,0,,0,,0,,1,,0,0
onward,0,,0,,0,,1,,0,0
himher,0,,0,,0,,1,,0,0
israelfood,0,,0,,0,,1,,0,0
tracking,0,,0,,0,,1,,1,Neutral
wesley,0,,0,,0,,1,,0,0
boycotting,0,,0,,0,,1,,0,0
pawnssorry,0,,0,,0,,1,,0,0
tyvm,0,,0,,0,,1,,0,0
illusory,0,,0,,0,,1,,0,0
nurf,0,,0,,0,,1,,0,0
hurding,0,,0,,0,,1,,0,0
policiesideas,0,,0,,0,,1,,0,0
mindreader,0,,0,,0,,1,,0,0
neuron,0,,0,,0,,1,,1,Neutral
profounding,0,,0,,0,,1,,0,0
thunderous,0,,0,,0,,1,,0,0
foil,0,,0,,0,,1,,1,Neutral
certification,0,,0,,0,,1,,1,Neutral
issuesthey,0,,0,,0,,1,,0,0
harriswalztrump,0,,0,,0,,1,,0,0
sobering,0,,0,,0,,1,,0,0
transpired,0,,0,,0,,1,,0,0
vengeful,0,,0,,0,,1,,0,0
ofall,0,,0,,0,,1,,0,0
harrisonwalz,0,,0,,0,,1,,0,0
asswho,0,,0,,0,,1,,0,0
barred,0,,0,,0,,1,,0,0
decicion,0,,0,,0,,1,,0,0
millionares,0,,0,,0,,1,,0,0
spaceballs,0,,0,,0,,1,,0,0
conforming,0,,0,,0,,1,,0,0
doctrine,0,,0,,0,,1,,0,0
himselfvery,0,,0,,0,,1,,0,0
valuessince,0,,0,,0,,1,,0,0
brandons,0,,0,,0,,1,,0,0
disinformed,0,,0,,0,,1,,0,0
rfor,0,,0,,0,,1,,0,0
exp,0,,0,,0,,1,,0,0
unnited,0,,0,,0,,1,,0,0
freds,0,,0,,0,,1,,0,0
eurovision,0,,0,,0,,1,,0,0
patry,0,,0,,0,,1,,0,0
daaaay,0,,0,,0,,1,,0,0
gaudy,0,,0,,0,,1,,0,0
fraction,0,,0,,0,,1,,0,0
scammed,0,,0,,0,,1,,0,0
mus,0,,0,,0,,1,,0,0
outof,0,,0,,0,,1,,0,0
convincingbut,0,,0,,0,,1,,0,0
moralless,0,,0,,0,,1,,0,0
doxed,0,,0,,0,,1,,0,0
straightened,0,,0,,0,,1,,0,0
curved,0,,0,,0,,1,,0,0
cancelling,0,,0,,0,,1,,1,Neutral
millenium,0,,0,,0,,1,,0,0
flyover,0,,0,,0,,1,,0,0
subtext,0,,0,,0,,1,,0,0
fingersnails,0,,0,,0,,1,,0,0
cuticle,0,,0,,0,,1,,0,0
yoke,0,,0,,0,,1,,0,0
groceriestrust,0,,0,,0,,1,,0,0
trumpless,0,,0,,0,,1,,1,Neutral
secures,0,,0,,0,,1,,0,0
dity,0,,0,,0,,1,,0,0
hahahahahahahah,0,,0,,0,,1,,0,0
actorit,0,,0,,0,,1,,0,0
obamaanitmagas,0,,0,,0,,1,,0,0
abovethelaw,0,,0,,0,,1,,0,0
anythinguse,0,,0,,0,,1,,0,0
agentsall,0,,0,,0,,1,,0,0
sisterswe,0,,0,,0,,1,,0,0
ovomit,0,,0,,0,,1,,0,0
geno,0,,0,,0,,1,,0,0
salve,0,,0,,0,,1,,0,0
tore,0,,0,,0,,1,,0,0
starship,0,,0,,0,,1,,0,0
workday,0,,0,,0,,1,,0,0
viagra,0,,0,,0,,1,,0,0
mace,0,,0,,0,,1,,0,0
windu,0,,0,,0,,1,,0,0
zoneits,0,,0,,0,,1,,0,0
